Date : 2021-10-30 23:43:26
Directory : d:\workstation\OS_SelfMake\Assembler
Total : 2656 files,  220600 codes, 13290 comments, 25517 blanks, all 259407 lines

Languages
+---------------+------------+------------+------------+------------+------------+
| language      | files      | code       | comment    | blank      | total      |
| d:\workstation\OS_SelfMake\Assembler\day14\c_improveResolution2\keyboard.c       | C             |         32 |          1 |          3 |         36 |
| d:\workstation\OS_SelfMake\Assembler\day14\c_improveResolution2\make.bat         | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day14\c_improveResolution2\memory.c         | C             |        142 |          7 |          2 |        151 |
| d:\workstation\OS_SelfMake\Assembler\day14\c_improveResolution2\mouse.c          | C             |         68 |          4 |          1 |         73 |
| d:\workstation\OS_SelfMake\Assembler\day14\c_improveResolution2\naskfunc.nas     | nasm          |        175 |          5 |          5 |        185 |
| d:\workstation\OS_SelfMake\Assembler\day14\c_improveResolution2\sheet.c          | C             |        273 |          9 |          5 |        287 |
| d:\workstation\OS_SelfMake\Assembler\day14\c_improveResolution2\timer.c          | C             |        100 |          5 |          4 |        109 |
| d:\workstation\OS_SelfMake\Assembler\day14\c_improveResolution2\timer.nas        | nasm          |        157 |          0 |          1 |        158 |
| d:\workstation\OS_SelfMake\Assembler\day14\d_keyboardinput(1)\!cons_nt.bat       | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day14\d_keyboardinput(1)\Makefile           | Makefile      |         65 |          5 |         23 |         93 |
| d:\workstation\OS_SelfMake\Assembler\day14\d_keyboardinput(1)\asmhead.nas        | nasm          |        134 |         35 |         35 |        204 |
| d:\workstation\OS_SelfMake\Assembler\day14\d_keyboardinput(1)\bootpack.c         | C             |        221 |          8 |         14 |        243 |
| d:\workstation\OS_SelfMake\Assembler\day14\d_keyboardinput(1)\bootpack.h         | C++           |        191 |         13 |         23 |        227 |
| d:\workstation\OS_SelfMake\Assembler\day14\d_keyboardinput(1)\dsctbl.c           | C             |         48 |          6 |          2 |         56 |
| d:\workstation\OS_SelfMake\Assembler\day14\d_keyboardinput(1)\fifo.c             | C             |         47 |          1 |          3 |         51 |
| d:\workstation\OS_SelfMake\Assembler\day14\d_keyboardinput(1)\graphic.c          | C             |        165 |          7 |          6 |        178 |
| d:\workstation\OS_SelfMake\Assembler\day14\d_keyboardinput(1)\int.c              | C             |         22 |          8 |          8 |         38 |
| d:\workstation\OS_SelfMake\Assembler\day14\d_keyboardinput(1)\ipl10.nas          | nasm          |         92 |         10 |          2 |        104 |
| d:\workstation\OS_SelfMake\Assembler\day14\d_keyboardinput(1)\keyboard.c         | C             |         32 |          1 |          3 |         36 |
| d:\workstation\OS_SelfMake\Assembler\day14\d_keyboardinput(1)\make.bat           | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day14\d_keyboardinput(1)\memory.c           | C             |        142 |          7 |          2 |        151 |
| d:\workstation\OS_SelfMake\Assembler\day14\d_keyboardinput(1)\mouse.c            | C             |         68 |          4 |          1 |         73 |
| d:\workstation\OS_SelfMake\Assembler\day14\d_keyboardinput(1)\naskfunc.nas       | nasm          |        175 |          5 |          5 |        185 |
| d:\workstation\OS_SelfMake\Assembler\day14\d_keyboardinput(1)\sheet.c            | C             |        273 |          9 |          5 |        287 |
| d:\workstation\OS_SelfMake\Assembler\day14\d_keyboardinput(1)\timer.c            | C             |        100 |          5 |          4 |        109 |
| d:\workstation\OS_SelfMake\Assembler\day14\d_keyboardinput(1)\timer.nas          | nasm          |        157 |          0 |          1 |        158 |
| d:\workstation\OS_SelfMake\Assembler\day14\e_appendtext(1)\!cons_nt.bat          | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day14\e_appendtext(1)\Makefile              | Makefile      |         65 |          5 |         23 |         93 |
| d:\workstation\OS_SelfMake\Assembler\day14\e_appendtext(1)\asmhead.nas           | nasm          |        134 |         35 |         35 |        204 |
| d:\workstation\OS_SelfMake\Assembler\day14\e_appendtext(1)\bootpack.c            | C             |        254 |         10 |         13 |        277 |
| d:\workstation\OS_SelfMake\Assembler\day14\e_appendtext(1)\bootpack.h            | C++           |        191 |         13 |         23 |        227 |
| d:\workstation\OS_SelfMake\Assembler\day14\e_appendtext(1)\dsctbl.c              | C             |         48 |          6 |          2 |         56 |
| d:\workstation\OS_SelfMake\Assembler\day14\e_appendtext(1)\fifo.c                | C             |         47 |          1 |          3 |         51 |
| d:\workstation\OS_SelfMake\Assembler\day14\e_appendtext(1)\graphic.c             | C             |        165 |          7 |          6 |        178 |
| d:\workstation\OS_SelfMake\Assembler\day14\e_appendtext(1)\int.c                 | C             |         22 |          8 |          8 |         38 |
| d:\workstation\OS_SelfMake\Assembler\day14\e_appendtext(1)\ipl10.nas             | nasm          |         92 |         10 |          2 |        104 |
| d:\workstation\OS_SelfMake\Assembler\day14\e_appendtext(1)\keyboard.c            | C             |         32 |          1 |          3 |         36 |
| d:\workstation\OS_SelfMake\Assembler\day14\e_appendtext(1)\make.bat              | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day14\e_appendtext(1)\memory.c              | C             |        142 |          7 |          2 |        151 |
| d:\workstation\OS_SelfMake\Assembler\day14\e_appendtext(1)\mouse.c               | C             |         68 |          4 |          1 |         73 |
| d:\workstation\OS_SelfMake\Assembler\day14\e_appendtext(1)\naskfunc.nas          | nasm          |        175 |          5 |          5 |        185 |
| d:\workstation\OS_SelfMake\Assembler\day14\e_appendtext(1)\sheet.c               | C             |        273 |          9 |          5 |        287 |
| d:\workstation\OS_SelfMake\Assembler\day14\e_appendtext(1)\timer.c               | C             |        100 |          5 |          4 |        109 |
| d:\workstation\OS_SelfMake\Assembler\day14\e_appendtext(1)\timer.nas             | nasm          |        157 |          0 |          1 |        158 |
| d:\workstation\OS_SelfMake\Assembler\day14\f_appendtext(2)\!cons_nt.bat          | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day14\f_appendtext(2)\Makefile              | Makefile      |         65 |          5 |         23 |         93 |
| d:\workstation\OS_SelfMake\Assembler\day14\f_appendtext(2)\asmhead.nas           | nasm          |        134 |         35 |         35 |        204 |
| d:\workstation\OS_SelfMake\Assembler\day14\f_appendtext(2)\bootpack.c            | C             |        254 |         10 |         13 |        277 |
| d:\workstation\OS_SelfMake\Assembler\day14\f_appendtext(2)\bootpack.h            | C++           |        191 |         13 |         23 |        227 |
| d:\workstation\OS_SelfMake\Assembler\day14\f_appendtext(2)\dsctbl.c              | C             |         48 |          6 |          2 |         56 |
| d:\workstation\OS_SelfMake\Assembler\day14\f_appendtext(2)\fifo.c                | C             |         47 |          1 |          3 |         51 |
| d:\workstation\OS_SelfMake\Assembler\day14\f_appendtext(2)\graphic.c             | C             |        165 |          7 |          6 |        178 |
| d:\workstation\OS_SelfMake\Assembler\day14\f_appendtext(2)\int.c                 | C             |         22 |          8 |          8 |         38 |
| d:\workstation\OS_SelfMake\Assembler\day14\f_appendtext(2)\ipl10.nas             | nasm          |         92 |         10 |          2 |        104 |
| d:\workstation\OS_SelfMake\Assembler\day14\f_appendtext(2)\keyboard.c            | C             |         32 |          1 |          3 |         36 |
| d:\workstation\OS_SelfMake\Assembler\day14\f_appendtext(2)\make.bat              | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day14\f_appendtext(2)\memory.c              | C             |        142 |          7 |          2 |        151 |
| d:\workstation\OS_SelfMake\Assembler\day14\f_appendtext(2)\mouse.c               | C             |         68 |          4 |          1 |         73 |
| d:\workstation\OS_SelfMake\Assembler\day14\f_appendtext(2)\naskfunc.nas          | nasm          |        175 |          5 |          5 |        185 |
| d:\workstation\OS_SelfMake\Assembler\day14\f_appendtext(2)\sheet.c               | C             |        273 |          9 |          5 |        287 |
| d:\workstation\OS_SelfMake\Assembler\day14\f_appendtext(2)\timer.c               | C             |        100 |          5 |          4 |        109 |
| d:\workstation\OS_SelfMake\Assembler\day14\f_appendtext(2)\timer.nas             | nasm          |        157 |          0 |          1 |        158 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\dsar.bat                      | Batch         |         19 |          0 |          4 |         23 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\esart5.bat                    | Batch         |         13 |          0 |          6 |         19 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\guigui00\errno.h              | C++           |         12 |          1 |          8 |         21 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\guigui00\float.h              | C++           |         19 |          1 |          7 |         27 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\guigui00\guigui00.h           | C++           |        476 |         18 |         93 |        587 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\guigui00\limits.h             | C++           |         18 |          1 |          5 |         24 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\guigui00\math.h               | C++           |         32 |          1 |         10 |         43 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\guigui00\setjmp.h             | C++           |         12 |          1 |          8 |         21 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\guigui00\stdarg.h             | C++           |         14 |          1 |          7 |         22 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\guigui00\stddef.h             | C++           |         10 |          1 |          7 |         18 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\guigui00\stdio.h              | C++           |         15 |          1 |          9 |         25 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\guigui00\stdlib.h             | C++           |         24 |          1 |         10 |         35 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\guigui00\string.h             | C++           |         29 |          1 |          9 |         39 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\haribote\errno.h              | C++           |         12 |          1 |          8 |         21 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\haribote\float.h              | C++           |         19 |          1 |          7 |         27 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\haribote\limits.h             | C++           |         18 |          1 |          5 |         24 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\haribote\math.h               | C++           |         32 |          1 |         10 |         43 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\haribote\setjmp.h             | C++           |         12 |          1 |          8 |         21 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\haribote\stdarg.h             | C++           |         14 |          1 |          7 |         22 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\haribote\stddef.h             | C++           |         10 |          1 |          7 |         18 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\haribote\stdio.h              | C++           |         15 |          1 |          9 |         25 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\haribote\string.h             | C++           |         29 |          1 |          9 |         39 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\osa_qemu\Makefile             | Makefile      |         17 |          0 |          5 |         22 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\osa_qemu\manual.bat           | Batch         |          9 |          0 |          0 |          9 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\qemu\Makefile                 | Makefile      |          2 |          0 |          1 |          3 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\qemu\qemu-win.bat             | Batch         |          4 |          0 |          0 |          4 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\qemu_9x\Makefile              | Makefile      |          2 |          0 |          1 |          3 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\win32\errno.h                 | C++           |         12 |          1 |          8 |         21 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\win32\float.h                 | C++           |         19 |          1 |          7 |         27 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\win32\limits.h                | C++           |         18 |          1 |          5 |         24 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\win32\math.h                  | C++           |         32 |          1 |         10 |         43 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\win32\setjmp.h                | C++           |         12 |          1 |          8 |         21 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\win32\stdarg.h                | C++           |         14 |          1 |          7 |         22 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\win32\stddef.h                | C++           |         10 |          1 |          7 |         18 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\win32\stdio.h                 | C++           |         53 |          4 |         11 |         68 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\win32\stdlib.h                | C++           |         29 |          1 |         11 |         41 |
| d:\workstation\OS_SelfMake\Assembler\day14\z_tools\win32\string.h                | C++           |         29 |          1 |          9 |         39 |
| d:\workstation\OS_SelfMake\Assembler\day15\a_multitasks\!cons_nt.bat             | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day15\a_multitasks\Makefile                 | Makefile      |         63 |          5 |         26 |         94 |
| d:\workstation\OS_SelfMake\Assembler\day15\a_multitasks\asmhead.nas              | nasm          |        134 |         35 |         35 |        204 |
| d:\workstation\OS_SelfMake\Assembler\day15\a_multitasks\bootpack.c               | C             |        287 |         10 |         16 |        313 |
| d:\workstation\OS_SelfMake\Assembler\day15\a_multitasks\bootpack.h               | C++           |        202 |         13 |         22 |        237 |
| d:\workstation\OS_SelfMake\Assembler\day15\a_multitasks\dsctbl.c                 | C             |         51 |          6 |          3 |         60 |
| d:\workstation\OS_SelfMake\Assembler\day15\a_multitasks\fifo.c                   | C             |         47 |          1 |          3 |         51 |
| d:\workstation\OS_SelfMake\Assembler\day15\a_multitasks\graphic.c                | C             |        165 |          7 |          6 |        178 |
| d:\workstation\OS_SelfMake\Assembler\day15\a_multitasks\int.c                    | C             |         22 |          8 |          8 |         38 |
| d:\workstation\OS_SelfMake\Assembler\day15\a_multitasks\ipl10.nas                | nasm          |         92 |         10 |          2 |        104 |
| d:\workstation\OS_SelfMake\Assembler\day15\a_multitasks\keyboard.c               | C             |         32 |          1 |          3 |         36 |
| d:\workstation\OS_SelfMake\Assembler\day15\a_multitasks\make.bat                 | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day15\a_multitasks\memory.c                 | C             |        142 |          7 |          2 |        151 |
| d:\workstation\OS_SelfMake\Assembler\day15\a_multitasks\mouse.c                  | C             |         68 |          4 |          1 |         73 |
| d:\workstation\OS_SelfMake\Assembler\day15\a_multitasks\naskfunc.nas             | nasm          |        183 |          5 |          8 |        196 |
| d:\workstation\OS_SelfMake\Assembler\day15\a_multitasks\sheet.c                  | C             |        273 |          9 |          5 |        287 |
| d:\workstation\OS_SelfMake\Assembler\day15\a_multitasks\timer.c                  | C             |        100 |          5 |          4 |        109 |
| d:\workstation\OS_SelfMake\Assembler\day15\a_multitasks\timer.nas                | nasm          |        157 |          0 |          1 |        158 |
| d:\workstation\OS_SelfMake\Assembler\day15\b_multitasksAdvanced\!cons_nt.bat     | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day15\b_multitasksAdvanced\Makefile         | Makefile      |         62 |          6 |         25 |         93 |
| d:\workstation\OS_SelfMake\Assembler\day15\b_multitasksAdvanced\asmhead.nas      | nasm          |        134 |         35 |         35 |        204 |
| d:\workstation\OS_SelfMake\Assembler\day15\b_multitasksAdvanced\bootpack.c       | C             |        310 |         10 |         20 |        340 |
| d:\workstation\OS_SelfMake\Assembler\day15\b_multitasksAdvanced\bootpack.h       | C++           |        203 |         13 |         22 |        238 |
| d:\workstation\OS_SelfMake\Assembler\day15\b_multitasksAdvanced\dsctbl.c         | C             |         48 |          6 |          4 |         58 |
| d:\workstation\OS_SelfMake\Assembler\day15\b_multitasksAdvanced\fifo.c           | C             |         47 |          1 |          3 |         51 |
| d:\workstation\OS_SelfMake\Assembler\day15\b_multitasksAdvanced\graphic.c        | C             |        165 |          7 |          6 |        178 |
| d:\workstation\OS_SelfMake\Assembler\day15\b_multitasksAdvanced\int.c            | C             |         22 |          8 |          8 |         38 |
| d:\workstation\OS_SelfMake\Assembler\day15\b_multitasksAdvanced\ipl10.nas        | nasm          |         92 |         10 |          2 |        104 |
| d:\workstation\OS_SelfMake\Assembler\day15\b_multitasksAdvanced\keyboard.c       | C             |         32 |          1 |          3 |         36 |
| d:\workstation\OS_SelfMake\Assembler\day15\b_multitasksAdvanced\make.bat         | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day15\b_multitasksAdvanced\memory.c         | C             |        142 |          7 |          2 |        151 |
| d:\workstation\OS_SelfMake\Assembler\day15\b_multitasksAdvanced\mouse.c          | C             |         68 |          4 |          1 |         73 |
| d:\workstation\OS_SelfMake\Assembler\day15\b_multitasksAdvanced\naskfunc.nas     | nasm          |        186 |          5 |          7 |        198 |
| d:\workstation\OS_SelfMake\Assembler\day15\b_multitasksAdvanced\sheet.c          | C             |        273 |          9 |          5 |        287 |
| d:\workstation\OS_SelfMake\Assembler\day15\b_multitasksAdvanced\timer.c          | C             |        100 |          5 |          4 |        109 |
| d:\workstation\OS_SelfMake\Assembler\day15\b_multitasksAdvanced\timer.nas        | nasm          |        157 |          0 |          1 |        158 |
| d:\workstation\OS_SelfMake\Assembler\day15\c_multitaskMore\!cons_nt.bat          | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day15\c_multitaskMore\Makefile              | Makefile      |         63 |          5 |         25 |         93 |
| d:\workstation\OS_SelfMake\Assembler\day15\c_multitaskMore\asmhead.nas           | nasm          |        134 |         35 |         35 |        204 |
| d:\workstation\OS_SelfMake\Assembler\day15\c_multitaskMore\bootpack.c            | C             |        327 |         10 |         20 |        357 |
| d:\workstation\OS_SelfMake\Assembler\day15\c_multitaskMore\bootpack.h            | C++           |        194 |         13 |         23 |        230 |
| d:\workstation\OS_SelfMake\Assembler\day15\c_multitaskMore\dsctbl.c              | C             |         48 |          6 |          4 |         58 |
| d:\workstation\OS_SelfMake\Assembler\day15\c_multitaskMore\fifo.c                | C             |         47 |          1 |          3 |         51 |
| d:\workstation\OS_SelfMake\Assembler\day15\c_multitaskMore\graphic.c             | C             |        165 |          7 |          6 |        178 |
| d:\workstation\OS_SelfMake\Assembler\day15\c_multitaskMore\int.c                 | C             |         22 |          8 |          8 |         38 |
| d:\workstation\OS_SelfMake\Assembler\day15\c_multitaskMore\ipl10.nas             | nasm          |         92 |         10 |          2 |        104 |
| d:\workstation\OS_SelfMake\Assembler\day15\c_multitaskMore\keyboard.c            | C             |         32 |          1 |          3 |         36 |
| d:\workstation\OS_SelfMake\Assembler\day15\c_multitaskMore\make.bat              | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day15\c_multitaskMore\memory.c              | C             |        142 |          7 |          2 |        151 |
| d:\workstation\OS_SelfMake\Assembler\day15\c_multitaskMore\mouse.c               | C             |         68 |          4 |          1 |         73 |
| d:\workstation\OS_SelfMake\Assembler\day15\c_multitaskMore\naskfunc.nas          | nasm          |        183 |          5 |         18 |        206 |
| d:\workstation\OS_SelfMake\Assembler\day15\c_multitaskMore\sheet.c               | C             |        273 |          9 |          5 |        287 |
| d:\workstation\OS_SelfMake\Assembler\day15\c_multitaskMore\timer.c               | C             |        100 |          5 |          4 |        109 |
| d:\workstation\OS_SelfMake\Assembler\day15\c_multitaskMore\timer.nas             | nasm          |        157 |          0 |          1 |        158 |
| d:\workstation\OS_SelfMake\Assembler\day15\d_multitask(2)\!cons_nt.bat           | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day15\d_multitask(2)\Makefile               | Makefile      |         63 |          5 |         25 |         93 |
| d:\workstation\OS_SelfMake\Assembler\day15\d_multitask(2)\asmhead.nas            | nasm          |        134 |         35 |         35 |        204 |
| d:\workstation\OS_SelfMake\Assembler\day15\d_multitask(2)\bootpack.c             | C             |        334 |         10 |         21 |        365 |
| d:\workstation\OS_SelfMake\Assembler\day15\d_multitask(2)\bootpack.h             | C++           |        194 |         13 |         23 |        230 |
| d:\workstation\OS_SelfMake\Assembler\day15\d_multitask(2)\dsctbl.c               | C             |         48 |          6 |          4 |         58 |
| d:\workstation\OS_SelfMake\Assembler\day15\d_multitask(2)\fifo.c                 | C             |         47 |          1 |          3 |         51 |
| d:\workstation\OS_SelfMake\Assembler\day15\d_multitask(2)\graphic.c              | C             |        165 |          7 |          6 |        178 |
| d:\workstation\OS_SelfMake\Assembler\day15\d_multitask(2)\int.c                  | C             |         22 |          8 |          8 |         38 |
| d:\workstation\OS_SelfMake\Assembler\day15\d_multitask(2)\ipl10.nas              | nasm          |         92 |         10 |          2 |        104 |
| d:\workstation\OS_SelfMake\Assembler\day15\d_multitask(2)\keyboard.c             | C             |         32 |          1 |          3 |         36 |
| d:\workstation\OS_SelfMake\Assembler\day15\d_multitask(2)\make.bat               | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day15\d_multitask(2)\memory.c               | C             |        142 |          7 |          2 |        151 |
| d:\workstation\OS_SelfMake\Assembler\day15\d_multitask(2)\mouse.c                | C             |         68 |          4 |          1 |         73 |
| d:\workstation\OS_SelfMake\Assembler\day15\d_multitask(2)\naskfunc.nas           | nasm          |        183 |          5 |         18 |        206 |
| d:\workstation\OS_SelfMake\Assembler\day15\d_multitask(2)\sheet.c                | C             |        273 |          9 |          5 |        287 |
| d:\workstation\OS_SelfMake\Assembler\day15\d_multitask(2)\timer.c                | C             |        100 |          5 |          4 |        109 |
| d:\workstation\OS_SelfMake\Assembler\day15\d_multitask(2)\timer.nas              | nasm          |        157 |          0 |          1 |        158 |
| d:\workstation\OS_SelfMake\Assembler\day15\e_speedenRunningTime\!cons_nt.bat     | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day15\e_speedenRunningTime\Makefile         | Makefile      |         63 |          5 |         25 |         93 |
| d:\workstation\OS_SelfMake\Assembler\day15\e_speedenRunningTime\asmhead.nas      | nasm          |        134 |         35 |         35 |        204 |
| d:\workstation\OS_SelfMake\Assembler\day15\e_speedenRunningTime\bootpack.c       | C             |        339 |         10 |         20 |        369 |
| d:\workstation\OS_SelfMake\Assembler\day15\e_speedenRunningTime\bootpack.h       | C++           |        194 |         13 |         23 |        230 |
| d:\workstation\OS_SelfMake\Assembler\day15\e_speedenRunningTime\dsctbl.c         | C             |         48 |          6 |          4 |         58 |
| d:\workstation\OS_SelfMake\Assembler\day15\e_speedenRunningTime\fifo.c           | C             |         47 |          1 |          3 |         51 |
| d:\workstation\OS_SelfMake\Assembler\day15\e_speedenRunningTime\graphic.c        | C             |        165 |          7 |          6 |        178 |
| d:\workstation\OS_SelfMake\Assembler\day15\e_speedenRunningTime\int.c            | C             |         22 |          8 |          8 |         38 |
| d:\workstation\OS_SelfMake\Assembler\day15\e_speedenRunningTime\ipl10.nas        | nasm          |         92 |         10 |          2 |        104 |
| d:\workstation\OS_SelfMake\Assembler\day15\e_speedenRunningTime\keyboard.c       | C             |         32 |          1 |          3 |         36 |
| d:\workstation\OS_SelfMake\Assembler\day15\e_speedenRunningTime\make.bat         | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day15\e_speedenRunningTime\memory.c         | C             |        142 |          7 |          2 |        151 |
| d:\workstation\OS_SelfMake\Assembler\day15\e_speedenRunningTime\mouse.c          | C             |         68 |          4 |          1 |         73 |
| d:\workstation\OS_SelfMake\Assembler\day15\e_speedenRunningTime\naskfunc.nas     | nasm          |        183 |          5 |         18 |        206 |
| d:\workstation\OS_SelfMake\Assembler\day15\e_speedenRunningTime\sheet.c          | C             |        273 |          9 |          5 |        287 |
| d:\workstation\OS_SelfMake\Assembler\day15\e_speedenRunningTime\timer.c          | C             |        100 |          5 |          4 |        109 |
| d:\workstation\OS_SelfMake\Assembler\day15\e_speedenRunningTime\timer.nas        | nasm          |        157 |          0 |          1 |        158 |
| d:\workstation\OS_SelfMake\Assembler\day15\f_testRunningTime\!cons_nt.bat        | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day15\f_testRunningTime\Makefile            | Makefile      |         63 |          5 |         25 |         93 |
| d:\workstation\OS_SelfMake\Assembler\day15\f_testRunningTime\asmhead.nas         | nasm          |        134 |         35 |         35 |        204 |
| d:\workstation\OS_SelfMake\Assembler\day15\f_testRunningTime\bootpack.c          | C             |        341 |         12 |         19 |        372 |
| d:\workstation\OS_SelfMake\Assembler\day15\f_testRunningTime\bootpack.h          | C++           |        182 |         13 |         20 |        215 |
| d:\workstation\OS_SelfMake\Assembler\day15\f_testRunningTime\dsctbl.c            | C             |         48 |          6 |          5 |         59 |
| d:\workstation\OS_SelfMake\Assembler\day15\f_testRunningTime\fifo.c              | C             |         48 |          1 |          6 |         55 |
| d:\workstation\OS_SelfMake\Assembler\day15\f_testRunningTime\graphic.c           | C             |        159 |          6 |          6 |        171 |
| d:\workstation\OS_SelfMake\Assembler\day15\f_testRunningTime\int.c               | C             |         23 |          8 |          7 |         38 |
| d:\workstation\OS_SelfMake\Assembler\day15\f_testRunningTime\ipl10.nas           | nasm          |         92 |         10 |          2 |        104 |
| d:\workstation\OS_SelfMake\Assembler\day15\f_testRunningTime\keyboard.c          | C             |         36 |          1 |          4 |         41 |
| d:\workstation\OS_SelfMake\Assembler\day15\f_testRunningTime\make.bat            | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day15\f_testRunningTime\memory.c            | C             |        144 |          8 |         12 |        164 |
| d:\workstation\OS_SelfMake\Assembler\day15\f_testRunningTime\mouse.c             | C             |         70 |          4 |          3 |         77 |
| d:\workstation\OS_SelfMake\Assembler\day15\f_testRunningTime\mtask.c             | C             |         24 |          0 |          1 |         25 |
| d:\workstation\OS_SelfMake\Assembler\day15\f_testRunningTime\naskfunc.nas        | nasm          |        183 |          5 |         25 |        213 |
| d:\workstation\OS_SelfMake\Assembler\day15\f_testRunningTime\sheet.c             | C             |        274 |          9 |          7 |        290 |
| d:\workstation\OS_SelfMake\Assembler\day15\f_testRunningTime\timer.c             | C             |        116 |          4 |          3 |        123 |
| d:\workstation\OS_SelfMake\Assembler\day15\f_testRunningTime\timer.nas           | nasm          |        178 |          0 |          1 |        179 |
| d:\workstation\OS_SelfMake\Assembler\day15\g_multiytask_copy\!cons_9x.bat        | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day15\g_multiytask_copy\!cons_nt.bat        | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day15\g_multiytask_copy\Makefile            | Makefile      |         64 |          5 |         26 |         95 |
| d:\workstation\OS_SelfMake\Assembler\day15\g_multiytask_copy\asmhead.nas         | nasm          |        134 |         29 |         40 |        203 |
| d:\workstation\OS_SelfMake\Assembler\day15\g_multiytask_copy\bootpack.c          | C             |        293 |          5 |         18 |        316 |
| d:\workstation\OS_SelfMake\Assembler\day15\g_multiytask_copy\bootpack.h          | C++           |        167 |         12 |         12 |        191 |
| d:\workstation\OS_SelfMake\Assembler\day15\g_multiytask_copy\dsctbl.c            | C             |         45 |          4 |          9 |         58 |
| d:\workstation\OS_SelfMake\Assembler\day15\g_multiytask_copy\fifo.c              | C             |         44 |          7 |          7 |         58 |
| d:\workstation\OS_SelfMake\Assembler\day15\g_multiytask_copy\graphic.c           | C             |        140 |          4 |         14 |        158 |
| d:\workstation\OS_SelfMake\Assembler\day15\g_multiytask_copy\int.c               | C             |         23 |          7 |          8 |         38 |
| d:\workstation\OS_SelfMake\Assembler\day15\g_multiytask_copy\ipl10.nas           | nasm          |         86 |          6 |         18 |        110 |
